2020-09-30 11:54:32.546 [restartedMain] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848-jkstack-dsm] [subscribe] dsm-user-management-dev.yml+DEFAULT_GROUP+jkstack-dsm
2020-09-30 11:54:32.546 [restartedMain] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848-jkstack-dsm] [add-listener] ok, tenant=jkstack-dsm, dataId=dsm-user-management-dev.yml, group=DEFAULT_GROUP, cnt=1
2020-09-30 11:54:32.551 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-jkstack-dsm] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2020-09-30 11:55:02.260 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-jkstack-dsm] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2020-09-30 11:55:31.777 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-jkstack-dsm] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2020-09-30 11:56:01.285 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-jkstack-dsm] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2020-09-30 11:56:30.790 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-jkstack-dsm] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2020-09-30 11:57:00.300 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-jkstack-dsm] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2020-09-30 11:57:29.824 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-jkstack-dsm] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
2020-09-30 11:57:59.343 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-jkstack-dsm] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - get changedGroupKeys:[]
